title,post_url,company_name,company_location,post_description
Stage SEO/Communication digitale –,https://fr.linkedin.com/jobs/view/stage-seo-communication-digitale-%E2%80%93-at-paris-je-t-aime-3767429525?refId=HPARUnRMIsPtzk2kYYHoWw%3D%3D&trackingId=0mSCKO%2FQ4BR42WvoI%2BHA6w%3D%3D&position=46&pageNum=8&trk=public_jobs_jserp-result_search-card,Paris je t'aime,Ville de Paris,"        Stage SEO/Communication digitale – Paris je t’aimeSuite à la mise en production de son nouveau site internet, Paris je t’aime - Office du tourisme recherche un/e stagiaire SEO/communication digitale. Le but recherché est d’améliorer le référencement naturel du site internet Paris je t’aime, sous la supervision de la Direction de la communication .Les objectifs dustage :Participer à l’amélioration du référencement naturel du site internet de Paris je t’aime : https://parisjetaime.com/Gagner en compétence et en agilité sur l’optimisation du référencement, sur les outils d’intégration de contenu web de type CMS et sur l’intégration de contenus sur le CRM (Salesforce) Les missions dustage :Enrichissement SEO de fiches de lieux parisiens : rédaction de textes optimisésEnrichissement SEO de contenus éditoriaux (articles) : balises sémantiques, maillage interne, corrections d’erreurs, structure des contenus, suppression des UTMEnrichissement SEO de médias : ajouter les balises sur les images  Profil recherché :Qualités rédactionnellesBonne maîtrise en langue anglaise souhaitée ; maîtrise d’une autre langue bienvenueConnaissance dans le domaine du référencement web et outils SEOConnaissance et/ou appétence pour le domaine du tourisme parisienEtudiant de formation supérieure en journalisme, web ou communication Savoir-être /Savoir-faire :Bonne connaissance de ParisForce de propositionEsprit d’équipeVolontaireCuriositéRémunération : indemnités légalesDurée : stage de 4 à 6 moisPoste basé au 76 rue Beaubourg – 75003 ParisDate de commencement : dès que possiblePour postuler : candidature et lettre de motivation à envoyer à rh@parisjetaime.com      "
Stage de contrôleur permanent métier (Asset Management),https://fr.linkedin.com/jobs/view/stage-de-contr%C3%B4leur-permanent-m%C3%A9tier-asset-management-at-cr%C3%A9dit-mutuel-alliance-f%C3%A9d%C3%A9rale-3766750145?refId=HPARUnRMIsPtzk2kYYHoWw%3D%3D&trackingId=9zfgWm8efIK%2BJmFk6Cctiw%3D%3D&position=45&pageNum=8&trk=public_jobs_jserp-result_search-card,Crédit Mutuel Alliance Fédérale,Ville de Paris,"        Mission GénéraleLa Direction des Risques, du Contrôle Permanent et de la Conformité de Crédit Mutuel Alliance Fédérale regroupe l’ensemble des acteurs de la 2ème ligne de défense, dont la Direction du Contrôle Permanent (DCP).Cette dernière a pour mission d’organiser, mettre à jour et superviser le dispositif de contrôle permanent dans l’ensemble des entités de Crédit Mutuel Alliance Fédérale (Fédérations et banques à réseaux, filiales, directions, centres de métiers).Les missions du Contrôle permanent sont multiples :-    bâtir le cadre méthodologique et technique du contrôle permanent (notamment au moyen de référentiels et d’outils communautaires) pour les entités Métiers,-    les accompagner dans la construction et la maintenance de leurs dispositifs de contrôle interne (en les adaptant aux activités et aux risques)-    et veiller à la bonne couverture des risques dans l’exécution des contrôles, via les actions de supervision principalement.La Direction du Contrôle Permanent, de par la transversalité de son positionnement et la diversité du périmètre couvert, donne une vision large à ses titulaires. L’expertise qu’elle requiert, l’enrichissement par l’exercice du contrôle et l’exposition aux situations de risque, offrent des expériences et des perspectives d’évolutions très variées au sein des filières Risques, Contrôles et Conformité, et, plus largement, dans tous les métiers opérationnels couverts.Mission du posteDans le cadre d’un stage, vous :Participerez à la supervision des contrôles réalisés localement par les entités ;Contribuerez à l’évolution des dispositifs de contrôle, en étant de force de proposition ;Accompagnerez les entités pour la réalisation des contrôles mis en place, en diffusant les bonnes pratiques identifiées ;Suivrez l’état d’avancement des plans d’actions, en lien notamment avec les recommandations des audits internes et externes ;Contribuerez à l’établissement des reporting de la Direction du Contrôle Permanent ;Serez amené(e) à réaliser des visites sur place au sein des entités (déplacements occasionnels à prévoir) ;Serez impliqué(e) dans les différents projets en cours de la filière Gestion d'Actifs. Profil / Compétences requises Connaissances et compétences techniquesEtudes de type master « audit / contrôle » (Banque, Assurance, Gestion du risque, …).Intérêt pour la finance et compréhension des marchés financiers.Pratique des principaux outils bureautiques (Excel, Word, Powerpoint…). Savoir-être / Savoir-faireAutonomie et rigueur.Réactivité.Aisance relationnelle, diplomatie et sens de l’argumentation.Travail en équipe.Connaissance des activités financières et de gestion des risquesCapacité d'analyse, de structuration et de restitution de l’information.Esprit de synthèse et compétence rédactionnelle.Capacité à « challenger » et à être force de propositionLocalisation et Entité d'affectationDépartement : Ile de FranceVille : ParisEntreprise : Caisse Fédérale de Crédit Mutuel Domaine, Filière et code section : Contrôle Permanent Métiers – SA 20310       "
Assistant(e) pédagogique H/F (H/F),https://fr.linkedin.com/jobs/view/assistant-e-p%C3%A9dagogique-h-f-h-f-at-assistalents-3766584641?refId=HPARUnRMIsPtzk2kYYHoWw%3D%3D&trackingId=pJJKSJYbb74RmouuLOFxyw%3D%3D&position=43&pageNum=8&trk=public_jobs_jserp-result_search-card,Assistalents,Paris,"        Nous accompagnons les entreprises et les candidats au travers de prestations de Recrutement et Intérim spécialisées sur les fonctions d'assistanatNotre client, une école d'enseignement supérieur spécialiséedans les professions juridiques, recherche un(e) assistant(e)pédagogique en intérim dans le cadre d'un remplacement.Le poste est à pourvoir dès que possible et est situé à Paris dansle 12ème arrondissement.Au sein d'une pôle administratif, vous assurez l'assistanatadministratif :À ce titre vos principales missions seront les suivantes : Traitement du courrier et rédaction d'emails Gestion des plannings des professeurs Rédaction de courriers et de comptes rendus Préparation et réservation des salles notamment pour lessoutenances et les examens Préparation et remise de documents officiels comme le certificatde fin de stage Vérification de l'assiduité aux cours à partir de la feuilled'émargement Gestion administrative des dossiers étudiants Organisation administrative des Examens Transmission / reprographie de documentsCette liste est non exhaustive.Vous disposez d'au moins 2 ans d'expérience réussie enassistanat.Vous êtes organisé, motivé, rigoureux et force de proposition.Vous maîtrisez le Pack office et vous êtes à l'aise avec leschiffres. Vous maîtrisez idéalement les TCD et Recherche V surExcel.Rémunération 25-30kEUR selon profil. 18471216-55584      "
Stage Analyste Conseil en Valorisation et Transaction Immobilière - BRED Banque Privée - (F/H),https://fr.linkedin.com/jobs/view/stage-analyste-conseil-en-valorisation-et-transaction-immobili%C3%A8re-bred-banque-priv%C3%A9e-f-h-at-bred-3767426370?refId=HPARUnRMIsPtzk2kYYHoWw%3D%3D&trackingId=Gfz0OrWjvsYcCZ8lcDKAtg%3D%3D&position=42&pageNum=8&trk=public_jobs_jserp-result_search-card,BRED,Ville de Paris,"        Description de l'entrepriseQui sommes-nous ? LA banque SANS distance !La BRED Banque Populaire est une banque coopérative et régionale détenue par ses sociétaires et ancrée sur ses territoires en Ile-de-France, en Normandie, en Outre-Mer et à l’International.Elle poursuit son développement avec un PNB en croissance grâce à ses 6300 salariés qui accompagnent 1,3 million de clients, en s’appuyant sur des valeurs fortes : proximité, solidarité et entreprenariat.La BRED affirme sa volonté d’être une banque responsable et engagée en plaçant la Responsabilité Sociétale des Entreprises (RSE) au cœur de sa stratégie. Elle a obtenu le Label égalité AFNOR et un « Sustainability Rating » A1 par Moody’s ESG Solutions.Rejoindre la BRED, c’est intégrer le Groupe BPCE, 2ème Groupe Bancaire Français, sponsor premium des JO Paris 2024.Et Vous, si vous rejoignez la Bred ?Que vous soyez expert ou manager, vous intégrez une banque à taille humaine qui accorde une place importante à la polyvalence, la responsabilisation et la prise d’initiative de ses collaborateurs.Les perspectives d’évolution sont nombreuses au sein de la BRED : plus de 600 collaborateurs bénéficient chaque année d’une mobilité au sein nos différentes filières métier en métropole, en outre-mer et à l’international.Poste et missionsBRED Banque Privée située 49 Avenue de l'Opéra - 75002 PARIS recherche un Stagiaire études dès que possible pour une durée de 6 mois.En collaboration avec les banquiers (en gestion privée, gestion de fortune et centre d’affaires), l’analyste immobilier intervient auprès des clients/prospects de la Bred Banque Privée afin de les conseiller au plus près dans leurs projets immobiliers patrimoniaux (investissements, arbitrages, financements, constructions…) sur toutes les typologies d’actifs (habitation, bureaux, hôtels, commerces…)A ce titre, l’analyste immobilier peut mener différentes missions :Mission d’expertise :La valorisation d’actifs immobiliers selon les différentes méthodes (comparaison, DCF, capitalisation) ;Mission de veille :Réaliser des études de marché immobilières (valeurs, transactions, tendances et perspectives du marché…) ;Mission de transaction :Accompagner les clients dans leurs projets de cessions d’actifs ;Rentrer de nouveaux mandats de vente ;Mettre en œuvre les moyens nécessaires à la commercialisation des actifs ;Accompagner le client jusqu’au terme du projet et assurer la négociation ;Mission de conseil :L’analyse, la faisabilité et la cohérence des projets immobiliers ;Conseiller le client/prospect dans ses besoins, ses projets (investissements/arbitrages) ;Accompagner la structuration des financements (assiette, modalités d'amortissement) ;Adapter le choix des garanties en fonction des opérations et des enjeux ;Rendez-vous clients et déplacements à prévoir.Profil et compétences requisesDe formation de niveau BAC + 5 ou année de césure avec une spécialisation en immobilier, vous avez une réelle appétence pour le travail en équipe et le contact avec les clients/prospects de la Banque Privée.Vous êtes curieux, rigoureux, méthodique et très adaptable.Aisance à l’oral et à l’écrit.Une première expérience dans le secteur immobilier et/ou bancaire serait un plus.Ce stage est à pourvoir dès que possible pour une durée de 6 mois au sein de la BRED Banque Privée, située 49 Avenue de l'Opéra - 75002 PARIS.Chacun à sa place à la BRED, la Mission Handicap vous accompagne au quotidien.Pour postuler, veuillez adresser un CV et une lettre de motivation à antoine.vinsonneau@bred.frInformations complémentaires sur le poste      "
STAGE - DATA ANALYSE F/H,https://fr.linkedin.com/jobs/view/stage-data-analyse-f-h-at-groupe-seb-3747428093?refId=HPARUnRMIsPtzk2kYYHoWw%3D%3D&trackingId=Y19kg3L9gcxiQXvTWK%2BoYQ%3D%3D&position=39&pageNum=8&trk=public_jobs_jserp-result_search-card,Groupe SEB,Mayenne,"        Type de contrat: Unbefristet | Stage | Temps plein Description du Groupe: Proche de vous partout dans le Monde Le Groupe SEB est la référence mondiale du petit équipement domestique grâce à son portefeuille de 34 marques emblématiques telles que Tefal, Seb, Rowenta, Moulinex, Calor, Lagostina, Krups, WMF. Présents dans 150 pays, nous produisons dans 40 sites industriels et vendons 11 produits à la seconde.Nous croyons à la richesse de la diversité et aspirons à créer un environnement de travail toujours plus inclusif et stimulant où nos plus de 30 000 employés(es) peuvent se développer et donner le meilleur d’eux-mêmes.Votre tuteur, Matthieu, vous accompagnera sur votre mission principale qui sera de simplifier l’extraction et l’exploitation des datas en apportant un gain de temps pour l’exploitation des chiffres en production par les managers et en préparation pour les réunions d’équipes ainsi que les autres services si nécessaire. Pour cela vous devrez :ü Analyser les besoins et mesurer les temps de mises à jourü Simplifier les extractions et l’exploitationü Former les utilisateursü Test and learn et ajustementNous sommes un site de développement et de fabrication de petit électroménager haut de gamme, situé à une heure du Mans ou de Rennes avec 500 collaborateurs dont 230 travaillent dans deux ateliers de production (plasturgie et montage).Vous aurez la possibilité de découvrir un Groupe international, labellisé Happy   Trainees  et ainsi promu dans le classement des entreprises où les stagiaires sont les plus satisfaits de la qualité de leur expérience professionnelle.Etudiant en Bac +2 à Bac +3 de type BUT ou licence professionnelle en statistiques, vous êtes curieux(se), autonome et à l’aise avec Excel (+Qlik Sense en bonus). De plus, vous avez de forte appétence en data analyse et visualisation. Alors rejoignez-nous !      "
Développeur Web C# - Stage (H/F),https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-web-c%23-stage-h-f-at-sociabble-3767718921?refId=HPARUnRMIsPtzk2kYYHoWw%3D%3D&trackingId=wX%2Fr4Q8biKOUG6u8I7LZyw%3D%3D&position=38&pageNum=8&trk=public_jobs_jserp-result_search-card,Sociabble,Lyon,"        Description de l'entrepriseC’est dans le pôle Développement web de l’équipe Produit Sociabble que vous progresserez et apporterez vos idées !Description du posteLa mission :Au sein de notre équipe R&amp;D basée à Lyon, vous interviendrez directement sur les fonctionnalités du produit et son environnement.Notre solution, d’une richesse fonctionnelle forte, utilise des mécaniques innovantes sur lesquelles vous serez formé.e. : serverless, CI/CD, mise à jour temps réel via Websocket, développement asynchrone sur un modèle d’Event Sourcing, monitoring…Côté backend, notre solution se base sur les dernières technologies Microsoft en environnement C# (ASP.Net MVC, WebAPI2, ASP.Net Core). Les développements front reposent sur un environnement JavaScript &amp; WebAPI(s).Ce poste vous permettra de mener à bien les missions suivantes :Travailler de manière rapprochée avec l'équipe Produit afin de traduire les spécifications en une solution technique viable et durablePiloter et encadrer les développements (suivi, revue de codes…) des nouvelles fonctionnalités inscrites dans la Roadmap 2023Mettre à jour les fonctionnalités existantes à la suite des retours clients et collaborateursCommuniquer aux équipes de développement les évolutions techniques des produits sur lesquels vous intervenezAider et contribuer au travers de votre expertise à la coordination et l’industrialisation dans les processus de développement logicielAider l’équipe support au diagnostic et à la résolution de bugsContribuer à la veille technologiqueCette liste de missions n’est pas exhaustive, naturellement !QualificationsLe.a. candidat.e. idéal.e.Vous êtes impérativement en fin de parcours universitaire/Ecole d'ingénieur et vous avez déjà une expérience professionnelle réussie en développement software (dans le monde des éditeurs SAAS de préférence)Vous avez une bonne connaissance du web et de l’expérience en développement backend C# (ou PHP) et frontend JavaScript. L’agilité, l’intérêt pour l’innovation et le cloud, l’envie de progresser tous les jours, la rigueur et la bonne humeur sont indispensables pour intégrer l’équipe R&amp;DVous savez faire preuve d’autonomie et d’initiative sur les tâches qui vous sont confiéesVotre niveau d’anglais vous permet d’échanger avec vos collègues non francophonesInformations supplémentairesLes avantages :Coaching par Stéphane, CTO, disposant de 10 années d’expérienceTélétravail (prêt de matériel : 2ème écran, tapis de souris, casque…) &amp; Flex-officeMode d’organisation Agile : Scrum, principe de sprint, méthode KanbanEvent tech internes : hackaton, Security day…Environnement international et multiculturelUne culture responsable et des valeurs partagées (humilité, bienveillance, excellence)Un séjour d’entreprise tous les ansCertification Great Place to Work !Transports, carte ticket restaurant, CSEProcessus de recrutement :Call 30 minutes – Camille, Talent Acquisition SpecialistTest technique de 40 minutes (base de discussion technique pour votre échange avec Stéphane) Entretien 1h – Stéphane, ManagerLes infos importantes avant de postuler :Stage de fin d'études (6 mois) conventionné Basé à LyonAll your information will be kept confidential according to EEO guidelines.L'entrepriseEt si les entreprises avaient des collaborateurs vraiment bien informés, engagés, et influents sur les réseaux sociaux ?C’est le défi que Sociabble a décidé de relever en 2014 en lançant une plateforme SAAS de communication interne, d’Employee Advocacy et d’Employee Engagement. 8 ans plus tard Sociabble est utilisé dans plus de 180 pays par des entreprises comme Coca-cola, EDF, Accor, leboncoin, Mars, Renault, Deloitte, Primark.L’entreprise, internationale depuis son premier jour, met à disposition de ses équipes des bureaux à Paris, Lyon, Boston et Mumbai.Sociabble a été fondée par deux pionniers de l’Internet, Jean-Louis Bénard et Laurent Gauthier, entrepreneurs et investisseurs depuis plus de 25 ans, qui ont construit l’entreprise en implémentant les meilleures pratiques des entreprises SAAS, tout en développant une culture de bootstrapping. Sociabble est identifiée par les analystes américains comme l’une des meilleures solutions sur son marché.Simplicité, bienveillance, respect, exemplarité, équité, confiance sont les valeurs autour desquelles l’entreprise s’est développée. Les équipes sont constituées d’un mix de profils expérimentés et de profils juniors pour faciliter l’apprentissage au quotidien par le mentorat.Le perfect match ? Vous vous épanouirez chez Sociabble si …Vous avez un goût prononcé pour les nouvelles technologies, le monde du SaaS et de la transformation digitale, et souhaitez exercer dans un environnement en constante évolution. Vous êtes à la recherche d’un emploi à forte responsabilité couplée d’une liberté d’initiative et souhaitez-vous impliquer dans un projet ambitieux. Vous souhaitez participer à une aventure et grandir avec une équipe ambitieuse et bienveillante auprès d’entreprises mondialement reconnues pour assurer leur satisfaction sur leurs projets. Vous aimez les environnements internationaux, transparents, ou chacun peut apprendre et être entendu.      "
Ingénieur composants électroniques H/F - STE,https://fr.linkedin.com/jobs/view/ing%C3%A9nieur-composants-%C3%A9lectroniques-h-f-ste-at-serma-ingenierie-3767468098?refId=HPARUnRMIsPtzk2kYYHoWw%3D%3D&trackingId=M2cUAjeryY2Maga3vtp4sw%3D%3D&position=37&pageNum=8&trk=public_jobs_jserp-result_search-card,SERMA INGENIERIE,Créteil,"        Présentation de l'entreprise :Premier laboratoire Européen d’expertise en électronique, SERMA GROUP représente plus de 1200 Ingénieurs et Techniciens spécialisés dans l’expertise et l’ingénierie électronique et microélectronique.Sa filiale SERMA Ingénierie accompagne l’ensemble des grandes industries Européennes dans la conception, le développement, l’industrialisation et la maintenance de systèmes électroniques embarqués.Présentation du poste :Après une période d’accompagnement et formation sur le terrain, vous serez notamment amené à :Codifier les composants électroniques dans la base en assurant sa cohérence globaleImporter la base de références achetables homologuées dans les banques de donnéesManipuler des bases de composants électroniques provenant de ces banques (Statut obsolescence, Estimation pérennité, risque supply chain…)Rédiger un comparatif technique de composants et évaluer les risques de non équivalenceAnalyser les risques de ruptures d’approvisionnements, changements de références, obsolescence, etc.Suivre avec le gestionnaire obsolescence et les technologues la validation des solutions proposéesProfil et compétences :Ingénieur en électronique hardware, ou technicien expérimenté du même domainePremière expérience (ou stage pertinent) sur des composants électroniquesSi possible, connaissance de l’électronique en milieu contraint.Ce poste est à pourvoir dès aujourd’hui, rejoignez-nous !      "
Technicien de Maintenance (H/F),https://fr.linkedin.com/jobs/view/technicien-de-maintenance-h-f-at-loca-service-3767098488?refId=HPARUnRMIsPtzk2kYYHoWw%3D%3D&trackingId=NUyc5Yc4xxzlsLiV0Et5vw%3D%3D&position=33&pageNum=8&trk=public_jobs_jserp-result_search-card,Loca Service,Rennes,"        🧊 Toi aussi tu fais tes courses en grande distribution ? Alors tu nous connais déjà !Et oui, les belles vitrines réfrigérées dans lesquelles tu prends tes yaourts, tes desserts, tes boissons ou tes glaces, c’est nous !Depuis plus de 40 ans tu passes et repasses devant nous… Mais savais-tu que nous sommes 200 passionnés, 11 agences en France et une usine de production au Portugal?L’entreprise ne cesse de se développer et pour cela, nous recrutons… un Technicien de Maintenance (H/F) en CDI sur Rennes (35) ! 👍📝 Ta future mission, si tu l’acceptes…Tu seras en charge de la maintenance préventive, des réparations et du SAV des meubles réfrigérés, de l’entretien des locaux et annexes, dans le respect de la législation concernant l’hygiène et la sécurité.Tu seras le/la garant(e) de la qualité des vitrines réfrigérées auprès de la clientèle et tu feras preuve d’organisation pour gérer ta productivité et tes objectifs (délai, qualité).Tu mettras en place et assureras le suivi des procédures internes de tests et contrôles à opérer sur les vitrines entrantes (maintenance préventive et curative).Tu identifieras, répareras et remplaceras les organes et éléments défectueux (coffret électrique, compresseur, ventilateur, éclairage led ou néon, condenseur…).Tu assureras la gestion du SAV et l’entretien sur les meubles à l’agence ou en magasins (interventions occasionnelles).Pour bien t’accompagner, et parce que l’on ne va pas te jeter dans le grand bain sans te fournir de bouée, une formation interne te sera assurée.⚡ Ce poste est fait pour toi si…Tu es manuel(le) dans l’âme, passionné(e) de diagnostic, tu aimes analyser et solutionner des pannes ou améliorer la performance de biens d’équipements et matériels électriques, tu disposes d’une formation électrotechnique, électrique, mécanique, maintenance, et tu possèdes une première expérience (alternance, stage probant, … ) ou une expérience significative sur un poste similaire, TON PROFIL NOUS INTERESSE !Si, en plus, tu as le sens du service, tu es réactif(ve), rigoux(se), tu fais preuve de curiosité, que tu sais gérer les urgences et que tu as l’esprit d’équipe alors, POSTULE et REJOINS-NOUS !La possession de l'attestation de fluides frigorifiques de catégorie 1 serait un plus.✨Ce que nous te proposons…Une rémunération établie en fonction de ton profilUne carte ticket restaurantUne mutuelle avantageuseUne prime de participation &amp; une prime annuelleDes avantages CSE (chèques Cadhoc, chèques vacances, chèques culture…)🤝 #entreprisefamiliale #équipedynamique #évolution #satisfactionclient #innovation #formationRejoins la #TeamXXXXX qui n’attend plus que toi !🚀 J’espère que tu as bien accroché ta ceinture, la fusée Loca Service ne cesse d’aller plus vite, plus haut, plus loin !Nos postes sont ouverts aux personnes en situation de handicap.Pour toutes informations complémentaires, tu peux nous joindre au 03.20.95.52.05.      "
Apporteur d'affaire digital pour le marché Chinois,https://fr.linkedin.com/jobs/view/apporteur-d-affaire-digital-pour-le-march%C3%A9-chinois-at-made-archi-3766792896?refId=HPARUnRMIsPtzk2kYYHoWw%3D%3D&trackingId=dWDwyBkoo972AC4TSa%2FLiw%3D%3D&position=31&pageNum=8&trk=public_jobs_jserp-result_search-card,made&archi.,France,"        made&amp;archi est un studio digital spécialisé dans les expériences immersives 360°.Nous recherchons un apporteur d'affaires (rémunéré à la commission) pour développer notre portefeuille clients en Asie plus spécifiquement en Chine.Vos missionsProspection téléphoniqueProspection mailVos compétencesNous recherchons des profils :Femmes et Hommes ;Expérience exigée ;Aisance relationnelle et une fibre commerciale ;Profil autonome ;Profil freelance / autoentrepreneur ;La maitrise de l'anglais courant et le chinois est OBLIGATOIRE ;Possibilité d'appeler la Chine ;AvantagesPas d'alternance, ni de stage.Comissions interessantes.Nous nous réjouissons de vous compter bientôt parmi nous !      "
STAGE - Sales & Marketing Assistant,https://fr.linkedin.com/jobs/view/stage-sales-marketing-assistant-at-stellantis-3749274516?refId=HPARUnRMIsPtzk2kYYHoWw%3D%3D&trackingId=gf6INwMEF5rxz3iyUh1kbw%3D%3D&position=24&pageNum=8&trk=public_jobs_jserp-result_search-card,Stellantis,Poissy,"        Sales Performance En charge des reporting journaliers et mensuels de performance Création ou amélioration des reporting existant pour faciliter la prise de décision Automatisation de la consolidation des différentes ressources disponibles (ex : Sales mix, Profitability, Segment share performance, Zone Mix etc…) Pilotage interne de la diversité commerciale toute marquePrix-produit Interlocuteur avec les différents marchés pour consolidation des informations prix Suivi de l'évolution du positionnement marché des véhicules Benchmark mensuel de la concurrence (offre, lancement, etc.)Marketing Et CRM Audit des sites internet des partenaires Pilotage et consolidation de la performance Markerting de la zone sur Google Analytics (web Traffic, showroom page évolution) et en lien avec les partenaires (lead management) Benchmark mensuel de la concurrence Création d'un funnel de performance adapté aux besoins pays Profil Etudiant en Bac+5, école de commerce spécialité Marketing.Maitrise suite Office (Excel/Powerpoint) indispensable.Maitrise de l'Anglais indispensableAutonomie, esprit d'analyse et de synthèse, rigueur.Un intérêt pour l'automobile est un plus. Durée du contrat 6 moisAt Stellantis, we assess candidates based on qualifications, merit and business needs. We welcome applications from people of all gender identities, age, ethnicity, nationality, religion, sexual orientation and disability. Diverse teams will allow us to better meet the evolving needs of our customers and care for our future.      "
Alternant(e) / Stagiaire Assurance Qualité H/F,https://fr.linkedin.com/jobs/view/alternant-e-stagiaire-assurance-qualit%C3%A9-h-f-at-viatris-3672891412?refId=HPARUnRMIsPtzk2kYYHoWw%3D%3D&trackingId=%2BQHDaueIP%2BM9P2PGGunbog%3D%3D&position=19&pageNum=8&trk=public_jobs_jserp-result_search-card,Viatris,Lyon,"        Viatris SantéAt VIATRIS, we see healthcare not as it is but as it should be. We act courageously and are uniquely positioned to be a source of stability in a world of evolving healthcare needs.Viatris empowers people worldwide to live healthier at every stage of life.We do so via:Access – Providing high quality trusted medicines regardless of geography or circumstance;Leadership – Advancing sustainable operations and innovative solutions to improve patient health; andPartnership – Leveraging our collective expertise to connect people to products and services.Chaque jour, nous relevons le défi de faire la différence dans le monde et voici comment l’Alternant(e) / Stagiaire Assurance Qualité aura un impact :Vos missions :Au sein du service Qualité, rattaché au Responsable Système Qualité, vous contribuez à la mise en œuvre des exigences GMP et Qualité du site Viatris ;Vous participez au respect des exigences qualité, notamment au travers de la coordination et la vérification des Revues Qualité Produits incluant : le suivi du planning, l’élaboration des Revues Qualités Produits sous-traitants et exploitant, contact avec les sous-traitants pour information produits et/ou relance ;Au sein du département Qualité, vous apporterez votre support dans les projets qualité relatifs au produit, de son lancement à sa libération tels que par exemple l’optimisation de la communication avec les sous-traitants sur les changements implémentés, les lancements de nouveaux produits, suivis des études de stabilité… ;Disposant d’un des portefeuilles produit les plus étendus, Viatris travaille en collaboration avec des sous-traitants exerçant des activités pharmaceutiques très diverses, de la fabrication des principes actifs à celle des produits finis, médicaments, cosmétiques, compléments alimentaires, en passant par les activités de testing, transport et distribution ;Cette mission vous permettra de consolider vos connaissances de la réglementation applicable à l’Industrie Pharmaceutique et des bonnes pratiques en vigueur. Elle vous permettra aussi d’appréhender la diversité des flux de supply chain pouvant exister au sein d’une des sociétés multinationales les plus présentes sur le marché pharmaceutique.Qualifications requises pour ce poste :Vous êtes motivé(e), enthousiaste, dynamique et possédez un esprit d’initiative ;Vous aimez apprendre et vous savez partager les informations.At Viatris, we offer competitive salaries, benefits and an inclusive environment where you can use your experiences, perspectives and skills to help make an impact on the lives of others.Viatris is an Equal Opportunity Employer.      "
Assistant Recrutement (H/F),https://fr.linkedin.com/jobs/view/assistant-recrutement-h-f-at-dfm-3767485376?refId=HPARUnRMIsPtzk2kYYHoWw%3D%3D&trackingId=1ADhSpcyfS23pMAk5AYAvQ%3D%3D&position=16&pageNum=8&trk=public_jobs_jserp-result_search-card,DFM,Créteil,"        Description du posteQui sommes-nous ?La technologie est devenue le cœur des organisations. Avec sa promesse « Oubliez la technologie, on s’en occupe », DFM met la convergence de ses savoir-faire au service de la transformation numérique des entreprises grâce à l’ensemble de ses métiers, en proposant des solutions intégrées et « tout-en-un ».Informatique, téléphonie, impression et solutions documentaires, sécurité des biens et des personnes et solutions collaboratives, ces expertises complémentaires nous permettent d’accompagner les entreprises, de faciliter leur quotidien pour qu’elles puissent se concentrer sur l’essentiel.DFM, société française indépendante créée en 2002, comptabilise aujourd'hui un CA de 51M€, plus de 300 collaborateurs et une présence nationale au travers de neuf agences (Créteil (94), Reims (51), Lille (59), Lyon (69), Toulon (83), Chaumont (52), Sens (89), Troyes (10) et Levallois-Perret (92).Description du poste :Dans le cadre de ce poste en alternance ainsi que de votre montée en compétences au sein de DFM, les missions qui vous seront confiées seront les suivantes :Etude des candidatures reçuesSourcing et chasseEntretiens téléphoniquesEntretiens visios et physiquesOrganiser des sessions de recrutementSuivi et gestion des embauchesRelation écoles / entrepriseProfil recherché :Dynamique, investi et excellent relationnelProfil avec un tempérament commercialFormation de Bac + 3 à Bac + 5 (RH ou COMMERCE)PolyvalenceSens de l’organisationRigueurFaire preuve d’autonomie et d’esprit d’initiative pour faire avancer un projetAvantages :salle de sport + cours : gratuitscuisinelocaux modernes (babyfoot, ping-pong)parking privémutuelle d’entrepriseséminaire et autres évènements entrepriseprise en charge 50% du titre de transportRTTApprentissage uniquement selon le rythme ou stage alterné/full timeDébut: ASAPUne vidéo qui en dit plushttps://www.youtube.com/watch?v=4FSIqkscQRE      "
